DS18B20,BMP390,,,SEN0463 (Geiger),,,GY271 (Magnetometer),,,,,SCD30,,,PMSA003I,,,,,,Solar Panel,,,,Time,Heater
External Temp (*C), Internal Temp (*C), Pressure (hPa), Approx. Altitude (meters), CPM, nSv/h, uSv/h, Mag. field X (mG), Mag. field Y (mG), Mag. field Z (mG), Heading (°), Magnitude (mG), CO2 (ppm), SCD30 Temp (C), Humidity (%), Particles > 0.3um / 0.1L air, Particles > 0.5um / 0.1L air, Particles > 1.0um / 0.1L air, Particles > 2.5um / 0.1L air, Particles > 5.0um / 0.1L air, Particles > 10 um / 0.1L air, Voltage (V), Power (mW), Solar Power (mW), Intensity (W/m^2), Time (seconds), Outside Heater Status
27,30.46,980.9,272.85,21,142,0.14,29.85,47.14,48.92,57,74.2,397,32.18,26.55,9310,7890,1965,117,0,0,5,2.5,14.71,3.69,1760,Off
27.19,30.48,980.91,272.8,20,134,0.13,30.29,46.08,49.22,56,73.92,398,32.21,25.99,9361,7957,2009,131,0,0,5,2.5,14.71,3.69,1765,Off
27.12,30.51,980.91,272.83,20,135,0.14,29.46,47.21,49.08,58,74.2,401,32.24,25.86,9339,7967,2019,121,0,0,5,2.5,14.71,3.69,1771,Off
27.12,30.53,980.91,272.78,19,129,0.13,30.17,45.81,49.27,56,73.73,403,32.3,25.61,9332,7961,2028,112,0,0,5,2.5,14.71,3.69,1776,Off
27.12,30.55,980.92,272.74,15,99,0.1,30,44.96,49.43,56,73.25,400,32.32,26.23,9379,8003,2068,120,0,0,5,2.5,14.71,3.69,1782,Off
27.25,30.57,980.92,272.72,13,86,0.09,29.58,47.25,48.81,57,74.09,398,32.41,25.28,9367,7998,2069,130,0,0,5,2.5,14.71,3.69,1787,Off
27.25,30.59,980.92,272.71,14,92,0.09,30.25,45.17,49,56,73.19,403,32.44,25.86,9358,7981,2043,123,0,0,5,2.5,14.71,3.69,1793,Off
27.37,30.61,980.92,272.75,18,124,0.12,30.04,46.08,49.27,56,73.85,237,32.52,27.93,9380,7988,2006,109,0,0,5,2.5,14.71,3.69,1799,Off
27.25,30.63,980.91,272.78,19,128,0.13,29.18,47.75,48.6,58,74.12,308,32,25.38,9383,7997,1989,107,0,0,5,2.5,14.71,3.69,1804,Off
26.94,30.65,980.92,272.75,21,142,0.14,29.37,46.08,48.96,57,73.37,450,31.42,24.9,9484,8078,2010,115,0,0,5,2.5,14.71,3.69,1810,Off
26.87,30.67,980.91,272.8,21,142,0.14,30.25,46.17,49.08,56,73.86,451,31.13,25.05,9586,8171,2076,124,0,0,5,2.5,14.71,3.69,1815,Off
26.69,30.69,980.91,272.76,20,133,0.13,30.39,45.21,49.47,56,73.59,518,30.72,25.49,9599,8195,2106,123,0,0,5,2.5,14.71,3.69,1821,Off
26.56,30.71,980.91,272.82,19,126,0.13,30.43,46,49.31,56,73.98,447,30.28,26,9594,8163,2085,121,0,0,5,2.5,14.71,3.69,1827,Off
26.37,30.73,980.91,272.83,19,128,0.13,29.85,46.97,48.72,57,73.97,441,29.96,26.44,9529,8056,2045,122,0,0,5,2.5,14.71,3.69,1832,Off
26.25,30.75,980.9,272.89,20,135,0.14,29.77,46.21,49.13,57,73.72,415,29.79,26.9,9434,7978,2013,111,0,0,5,2.5,14.71,3.69,1838,Off
26.25,30.77,980.9,272.9,26,172,0.17,30.29,45.08,49.31,56,73.36,414,29.46,26.98,9359,7924,2003,103,0,0,5,2.5,14.71,3.69,1843,Off
26.06,30.78,980.89,272.95,32,211,0.21,29.93,47.17,48.33,57,73.87,413,29.41,26.8,9217,7798,1975,101,0,0,5,2.5,14.71,3.69,1849,Off
26.06,30.8,980.88,273.02,20,132,0.13,30.12,46.21,49.13,56,73.86,412,29.41,26.54,8922,7542,1900,99,0,0,5,2.5,14.71,3.69,1854,Off
25.87,30.82,980.88,273.04,24,160,0.16,30.56,45.47,49.75,56,74.01,404,29.24,26.58,8678,7313,1834,92,0,0,5,2.5,14.71,3.69,1860,Off
25.69,30.84,980.87,273.15,19,128,0.13,29.68,47.02,48.68,57,73.9,401,29.1,26.76,8468,7129,1775,66,0,0,5,2.5,14.71,3.69,1866,Off
25.62,30.85,980.87,273.14,21,142,0.14,29.93,44.79,49,56,72.82,411,29,26.86,8377,7058,1734,65,0,0,5,2.5,14.71,3.69,1871,Off
25.62,30.87,980.87,273.14,19,132,0.13,29.89,46.17,49.13,57,73.74,409,28.9,27.12,8330,7041,1719,73,0,0,5,2.5,14.71,3.69,1877,Off
25.56,30.89,980.88,273.09,22,151,0.15,30.08,46.5,48.92,57,73.89,445,28.64,27.28,8323,7045,1729,76,0,0,5,2.5,14.71,3.69,1882,Off
25.56,30.9,980.87,273.12,21,142,0.14,29.93,45.92,48.81,56,73.39,419,28.58,27.45,8328,7052,1725,79,0,0,5,2.5,14.71,3.69,1888,Off
25.37,30.92,980.89,272.98,29,192,0.19,29.77,47.21,48.88,57,74.19,448,28.36,27.64,8360,7090,1734,75,0,0,5,2.5,14.71,3.69,1894,Off
25.37,30.94,980.9,272.9,26,174,0.17,30.56,45.43,49.71,56,73.95,223,28.31,27.7,8352,7093,1735,76,0,0,5,2.5,14.71,3.69,1899,Off
25.25,30.95,980.9,272.85,17,112,0.11,30.08,46.64,48.88,57,73.95,389,28.08,27.84,8346,7088,1705,75,0,0,5,2.5,14.71,3.69,1905,Off
25.19,30.96,980.89,272.96,16,105,0.11,30.21,46.04,49.63,56,74.13,400,27.96,27.96,8297,7039,1683,83,2,0,5,2.5,14.71,3.69,1910,Off
25.25,30.98,980.91,272.83,17,112,0.11,30.17,45.92,49.13,56,73.7,402,28.1,28.11,8332,7066,1682,92,2,0,5,2.5,14.71,3.69,1916,Off
25.25,30.99,980.9,272.89,24,160,0.16,30.08,46,49.89,56,74.23,399,28.04,28.04,8446,7174,1705,89,0,0,5,2.5,14.71,3.69,1921,Off
25.44,31.01,980.9,272.91,27,185,0.19,29.46,47.93,48.96,58,74.58,434,28.17,28.08,8508,7234,1761,79,0,0,5,2.5,14.71,3.69,1927,Off
25.56,31.02,980.9,272.87,25,166,0.17,30.17,45.72,48.72,56,73.31,399,28.24,27.99,8539,7257,1799,64,0,0,5,2.5,14.71,3.69,1933,Off
25.62,31.03,980.9,272.85,24,162,0.16,29.93,45.52,49.08,56,73.33,420,28.32,27.97,8607,7307,1813,61,0,0,5,2.5,14.71,3.69,1938,Off
25.75,31.05,980.9,272.92,24,160,0.16,29.5,47.14,48.72,57,73.94,405,28.42,27.83,8554,7247,1791,73,0,0,5,2.5,14.71,3.69,1944,Off
25.87,31.06,980.89,272.98,22,150,0.15,30.72,44.71,49.54,55,73.47,363,28.44,27.74,8455,7150,1762,78,0,0,5,2.5,14.71,3.69,1949,Off
25.81,31.07,980.89,272.98,21,142,0.14,29.5,47.25,48.25,58,73.69,410,28.42,27.52,8362,7071,1714,72,0,0,5,2.5,14.71,3.69,1955,Off
25.69,31.09,980.88,273.05,20,135,0.14,30.29,46.77,49.35,57,74.43,485,28.34,27.49,8291,7003,1687,66,0,0,5,2.5,14.71,3.69,1960,Off
25.69,31.1,980.88,273.1,23,152,0.15,30.12,45.85,48.88,56,73.47,451,28.39,27.52,8208,6912,1670,58,0,0,5,2.5,14.71,3.69,1966,Off
25.56,31.11,980.87,273.13,27,178,0.18,29.33,47.58,48.64,58,74.1,515,28.39,27.5,8133,6861,1660,50,0,0,5,2.5,14.71,3.69,1972,Off
25.56,31.12,980.86,273.22,24,158,0.16,30.17,46,49.13,56,73.75,491,28.53,27.51,8125,6882,1684,56,0,0,5,2.5,14.71,3.69,1977,Off
25.62,31.14,980.86,273.23,21,142,0.14,30.17,46.17,49.13,56,73.86,472,28.7,27.36,8140,6906,1696,62,0,0,5,2.5,14.71,3.69,1983,Off
25.69,31.15,980.86,273.26,23,156,0.16,30.37,45.6,49.43,56,73.79,469,28.87,27.39,8213,6961,1712,59,0,0,5,2.5,14.71,3.69,1988,Off
25.75,31.16,980.85,273.28,25,166,0.17,29.97,46.5,48.96,57,73.88,443,28.9,27.28,8247,6992,1725,55,0,0,5,2.5,14.71,3.69,1994,Off
25.94,31.18,980.86,273.2,24,162,0.16,29.1,47.06,48.81,58,73.78,414,28.96,27.18,8268,7028,1726,66,0,0,5,2.5,14.71,3.69,2000,Off
26,31.19,980.86,273.2,21,142,0.14,29.85,47.17,48.77,57,74.12,453,28.83,27.21,8394,7121,1739,66,0,0,5,2.5,14.71,3.69,2005,Off
26,31.2,980.87,273.17,23,158,0.16,30.08,46,49.18,56,73.76,406,28.76,27.26,8631,7336,1813,64,0,0,5,2.5,14.71,3.69,2011,Off
26.06,31.22,980.87,273.15,22,149,0.15,29.81,47.14,48.56,57,73.95,377,28.87,27.25,8770,7464,1882,75,0,0,5,2.5,14.71,3.69,2016,Off
26.12,31.23,980.86,273.19,24,161,0.16,29.72,47.93,48.56,58,74.43,440,28.94,27.19,8870,7511,1905,77,0,0,5,2.5,14.71,3.69,2022,Off
26.25,31.24,980.86,273.22,18,119,0.12,30.37,45.31,49.79,56,73.86,438,29.08,27.08,8898,7529,1914,85,0,0,5,2.5,14.71,3.69,2027,Off
26.25,31.25,980.87,273.16,13,86,0.09,29.89,47.1,48.64,57,74.01,420,29.03,27.02,8895,7547,1941,103,0,0,5,2.5,14.71,3.69,2033,Off
26.25,31.27,980.86,273.22,16,105,0.11,30.21,46.04,49.04,56,73.74,430,29.1,27,8882,7538,1952,106,0,0,5,2.5,14.71,3.69,2039,Off
26.31,31.28,980.86,273.27,13,89,0.09,29.89,45.92,49.08,56,73.56,423,29.18,26.89,8890,7565,1939,98,0,0,5,2.5,14.71,3.69,2044,Off
26.31,31.29,980.85,273.29,17,113,0.11,29.6,47.21,48.25,57,73.71,416,29.17,26.83,8861,7559,1924,98,0,0,5,2.5,14.71,3.69,2050,Off
26.37,31.31,980.86,273.23,14,94,0.09,30.56,45.04,49.67,55,73.68,432,29.01,26.96,8739,7446,1875,83,0,0,5,2.5,14.71,3.69,2055,Off
26.37,31.32,980.86,273.22,15,101,0.1,30.25,45.64,48.72,56,73.3,422,28.84,26.98,8629,7321,1808,74,0,0,5,2.5,14.71,3.69,2061,Off
26.31,31.34,980.85,273.31,13,89,0.09,30.12,45.22,49.39,56,73.43,411,29.01,26.98,8522,7200,1771,81,0,0,5,2.5,14.71,3.69,2066,Off
26.37,31.35,980.86,273.24,13,87,0.09,30,45.68,49.04,56,73.43,419,29.04,26.94,8463,7169,1767,89,0,0,5,2.5,14.71,3.69,2072,Off
26.37,31.36,980.86,273.23,12,85,0.09,29.6,47.67,48.68,58,74.29,436,29.03,27.05,8588,7309,1803,92,0,0,5,2.5,14.71,3.69,2078,Off
26.5,31.38,980.86,273.2,12,84,0.08,31.18,46.5,49.47,56,74.72,433,29.01,27.07,8803,7521,1888,90,0,0,5,2.5,14.71,3.69,2083,Off
26.44,31.39,980.86,273.25,9,59,0.06,31.18,46.46,49.22,56,74.52,433,28.83,27.14,8981,7660,1952,93,0,0,5,2.5,14.71,3.69,2089,Off
26.31,31.4,980.86,273.2,13,86,0.09,31.08,47.06,49.43,56,75,435,28.81,27.12,9187,7820,1993,100,0,0,5,2.5,14.71,3.69,2094,Off
26.31,31.42,980.86,273.23,25,165,0.17,29.64,47.06,49.13,57,74.2,440,28.53,27.24,9445,8049,2052,112,0,0,5,2.5,14.71,3.69,2100,Off
26.19,31.43,980.86,273.24,24,160,0.16,30,46.38,50.25,57,74.67,433,28.19,27.44,9779,8347,2147,128,0,0,5,2.5,14.71,3.69,2106,Off
26,31.45,980.86,273.21,25,170,0.17,29.6,48.1,49.13,58,74.85,427,28.01,27.65,9986,8538,2227,136,0,0,5,2.5,14.71,3.69,2111,Off
25.94,31.46,980.87,273.17,23,154,0.15,29.18,46.13,49.93,57,73.98,427,27.69,27.95,10176,8715,2301,151,0,0,5,2.5,14.71,3.69,2117,Off
25.81,31.47,980.87,273.17,24,162,0.16,29.25,46.72,49.63,57,74.17,416,27.65,28.15,10288,8793,2322,152,0,0,5,2.5,14.71,3.69,2122,Off
25.69,31.49,980.86,273.25,22,151,0.15,28.62,47.75,48.88,59,74.08,402,27.79,28.01,10303,8802,2323,137,0,0,5,2.5,14.71,3.69,2128,Off
25.62,31.5,980.85,273.34,21,142,0.14,29.6,45.43,50.14,56,73.85,404,27.91,27.94,10311,8835,2314,136,0,0,5,2.5,14.71,3.69,2133,Off
25.5,31.52,980.84,273.43,21,142,0.14,28.81,47.89,49,58,74.33,423,27.91,27.8,10308,8830,2314,144,0,0,5,2.5,14.71,3.69,2139,Off
25.44,31.53,980.83,273.51,23,155,0.16,29.06,47.33,49.31,58,74.27,432,27.99,27.91,10304,8809,2325,147,0,0,5,2.5,14.71,3.69,2145,Off
25.37,31.54,980.82,273.53,21,139,0.14,29.21,46.52,49.39,57,73.87,382,28.14,27.84,10290,8789,2303,144,0,0,5,2.5,14.71,3.69,2150,Off
25.31,31.56,980.83,273.47,13,86,0.09,29.1,47.38,49.22,58,74.26,461,28.31,27.59,10291,8808,2292,147,0,0,5,2.5,14.71,3.69,2156,Off
25.37,31.57,980.83,273.48,11,72,0.07,28.97,46.85,49.97,58,74.38,494,28.14,27.53,10293,8808,2309,152,0,0,5,2.5,14.71,3.69,2161,Off
25.44,31.58,980.84,273.38,16,106,0.11,29.18,46.89,49.89,58,74.43,463,27.99,27.72,10282,8819,2311,162,0,0,5,2.5,14.71,3.69,2167,Off
25.37,31.59,980.84,273.39,17,113,0.11,29.21,46.56,49.85,57,74.2,415,27.79,27.93,10238,8802,2291,172,0,0,5,2.5,14.71,3.69,2172,Off
25.44,31.61,980.85,273.34,19,130,0.13,29.21,46.64,49.79,57,74.21,407,27.77,28.13,10196,8758,2260,169,0,0,5,2.5,14.71,3.69,2178,Off
25.44,31.62,980.85,273.34,18,122,0.12,34.08,47.75,52.02,54,78.41,432,27.48,28.38,10225,8762,2243,159,0,0,5,2.5,14.71,3.69,2184,Off
25.44,31.63,980.84,273.4,17,115,0.12,10.43,46.42,47.35,77,67.12,436,27.56,28.59,10202,8720,2238,148,0,0,5,2.5,14.71,3.69,2189,Off
25.44,31.64,980.82,273.56,17,118,0.12,26.68,45.08,44.96,59,69.03,428,27.73,28.67,10092,8634,2232,145,0,0,5,2.5,14.71,3.69,2195,Off
25.56,31.65,980.8,273.71,20,135,0.14,20.67,42.97,40.02,64,62.25,411,28.03,28.69,10000,8568,2212,149,0,0,5,2.5,14.71,3.69,2200,Off
25.69,31.66,980.78,273.9,20,135,0.14,18.85,41.52,37.39,65,58.97,405,28.25,28.55,9984,8553,2199,158,0,0,5,2.5,14.71,3.69,2206,Off
25.87,31.68,980.76,274.07,7,46,0.05,33.17,42.54,42.38,52,68.6,412,28.51,28.27,9994,8563,2246,155,0,0,5,2.5,14.71,3.69,2212,Off
25.87,31.69,980.75,274.15,8,52,0.05,38.13,1.31,12.68,1,40.2,439,28.6,28.34,10018,8585,2296,146,0,0,5,2.5,14.71,3.69,2217,Off
25.94,31.7,980.73,274.31,12,79,0.08,11.02,-24.33,15.35,-65,30.81,430,28.25,27.87,10061,8613,2310,147,0,0,5,2.5,14.71,3.69,2223,Off
25.75,31.72,980.66,274.9,16,106,0.11,45.17,16.62,21.93,20,52.89,396,28.29,28.08,10010,8579,2310,153,0,0,5,2.5,14.71,3.69,2228,Off
25.44,31.73,979.78,282.48,12,85,0.09,31.35,-31.43,17.22,-45,47.62,355,27.8,28.31,9872,8466,2275,163,0,0,5,2.5,14.71,3.69,2234,Off
25.12,31.75,978.04,297.34,12,83,0.08,4.81,-30.18,20.17,-80,36.62,305,27.74,28.32,9905,8472,2228,176,0,0,5,2.5,14.71,3.69,2239,Off
24.81,31.77,975.81,316.5,13,91,0.09,30.68,-23,13.63,-36,40.7,335,28.05,28.41,10062,8583,2213,168,0,0,5,2.5,14.71,3.69,2245,Off
24.44,31.79,973.12,339.58,13,89,0.09,12.6,-40.75,27.22,-72,50.6,546,27.91,27.98,9875,8399,2132,141,0,0,5,2.5,14.71,3.69,2251,Off
24.06,31.81,969.95,366.9,13,86,0.09,1.02,-0.6,16.83,-30,16.87,460,26.95,28.34,9422,7979,1969,111,0,0,5,2.5,14.71,3.69,2256,Off
23.69,31.83,966.59,395.91,11,78,0.08,1.93,6.68,17.81,73,19.12,0,27.35,28.73,8977,7543,1802,84,0,0,5,2.5,14.71,3.69,2262,Off
23.37,31.85,963.02,426.88,12,84,0.08,12.92,-0.83,12.43,-3,17.95,670,25.59,28.65,8590,7194,1732,89,0,0,5,2.5,14.71,3.69,2267,Off
23,31.86,959.3,459.18,7,46,0.05,37.38,0.31,13.67,0,39.8,44,25.79,29.89,8234,6901,1658,92,0,0,5,2.5,14.71,3.69,2273,Off
22.69,31.88,955.5,492.29,8,52,0.05,29.29,6.81,13.14,13,32.82,546,23.77,30.57,8169,6853,1617,72,0,0,5,2.5,14.71,3.69,2279,Off
22.31,31.89,951.72,525.34,10,66,0.07,25.93,-25.54,13.63,-44,38.87,722,22.91,31.68,8091,6802,1569,57,0,0,5,2.5,14.71,3.69,2284,Off
22.06,31.9,948.13,556.81,10,71,0.07,11.06,-18.31,13.73,-58,25.41,27,24.64,32.24,8073,6799,1535,48,0,0,5,2.5,14.71,3.69,2290,Off
21.75,31.92,944.72,586.86,10,71,0.07,24.31,3.89,11.42,9,27.14,115,25.06,31.47,7975,6737,1510,54,0,0,5,2.5,14.71,3.69,2295,Off
21.37,31.93,941.33,616.78,10,71,0.07,10.89,-6.81,13.23,-32,18.44,627,24.56,30.49,7809,6572,1476,65,0,0,5,2.5,14.71,3.69,2301,Off
21,31.94,938.13,645.11,9,61,0.06,38.43,-17.18,13.73,-24,44.28,207,25,30.53,7654,6429,1439,70,0,0,5,2.5,14.71,3.69,2306,Off
20.81,31.95,935.07,672.25,12,80,0.08,14.27,-14.64,11.54,-45,23.48,211,25.13,30.83,7478,6294,1404,70,0,0,5,2.5,14.71,3.69,2312,Off
20.5,31.96,932.21,697.67,11,79,0.08,-0.85,-13.56,18.25,-93,22.75,422,24.11,31.07,7275,6099,1368,67,0,0,5,2.5,14.71,3.69,2318,Off
20.25,31.97,929.45,722.32,10,71,0.07,14.58,-24.85,14.33,-59,32.18,347,24.59,31.06,7212,6046,1371,60,0,0,5,2.5,14.71,3.69,2323,Off
20.06,31.97,926.68,747.04,9,64,0.06,16.43,-15,11.46,-42,25.03,261,25.66,30.71,7235,6107,1404,61,0,0,5,2.5,14.71,3.69,2329,Off
19.75,31.98,923.88,772.14,6,39,0.04,-1.06,-13.56,17.97,-94,22.54,281,24.43,29.82,7092,6010,1395,65,0,0,5,2.5,14.71,3.69,2334,Off
19.5,31.99,920.98,798.19,5,33,0.03,35.5,3.89,13.23,6,38.08,442,25.07,30.78,7092,6019,1405,65,0,0,5,2.5,14.71,3.69,2340,Off
19.31,31.99,917.97,825.29,6,39,0.04,20.12,7.75,14.39,21,25.93,358,26.24,29.71,7263,6179,1444,74,0,0,5,2.5,14.71,3.69,2345,Off
19.19,31.99,914.97,852.38,5,35,0.04,21.14,17.06,17.14,38,32.12,414,26.82,28.88,7399,6272,1462,84,0,0,5,2.5,14.71,3.69,2351,Off
18.87,31.99,911.94,879.82,4,28,0.03,47.81,9.83,19.97,11,52.74,543,27.37,27.84,7444,6284,1482,96,0,0,5,2.5,14.71,3.69,2357,Off
18.62,31.99,908.9,907.42,10,71,0.07,33.56,9.27,14.75,15,37.81,621,27.37,27.35,7425,6260,1490,95,0,0,5,2.5,14.71,3.69,2362,Off
18.37,31.99,906.03,933.53,13,91,0.09,21.67,16.02,16.56,36,31.63,540,27.77,27.04,7421,6268,1514,82,0,0,5,2.5,14.71,3.69,2368,Off
18.12,31.98,903.36,957.89,13,89,0.09,46.27,-17.58,17.5,-20,52.5,414,28.04,26.68,7256,6131,1488,68,0,0,5,2.5,14.71,3.69,2373,Off
17.94,31.98,900.66,982.62,13,86,0.09,12.77,-21.14,13.98,-58,28.38,455,28.14,26.16,6836,5779,1399,56,0,0,5,2.5,14.71,3.69,2379,Off
17.69,31.97,897.98,1007.21,12,85,0.09,7.58,-5.92,13.46,-37,16.54,434,28.25,25.53,6589,5595,1320,48,0,0,5,2.5,14.71,3.69,2385,Off
17.5,31.97,895.27,1032.08,13,90,0.09,21.62,16.71,15.27,37,31.3,441,28.39,25.31,6272,5325,1223,42,0,0,5,2.5,14.71,3.69,2390,Off
17.25,31.96,892.51,1057.56,5,33,0.03,28.35,16.81,17.18,30,37.17,447,28.55,24.87,5984,5056,1161,45,0,0,5,2.5,14.71,3.69,2396,Off
17.12,31.95,889.74,1083.12,1,6,0.01,42.35,8.92,16.21,11,46.21,465,28.72,24.54,5737,4827,1112,53,0,0,5,2.5,14.71,3.69,2401,Off
16.87,31.94,886.96,1108.85,4,26,0.03,29.25,-27.56,15.35,-43,43.02,464,28.84,24.01,5586,4693,1095,57,0,0,5,2.5,14.71,3.69,2407,Off
16.69,31.93,884.15,1135.02,24,160,0.16,18.46,-23.6,13.73,-51,32.96,458,28.86,23.79,5490,4612,1090,55,0,0,5,2.5,14.71,3.69,2412,Off
16.44,31.92,881.27,1161.74,23,156,0.16,8.64,-1.21,13.14,-7,15.77,454,28.91,23.42,5366,4485,1087,47,0,0,5,2.5,14.71,3.69,2418,Off
16.31,31.9,878.32,1189.34,25,166,0.17,23.21,-1.17,12.29,-2,26.29,406,28.89,23.3,5343,4443,1108,52,0,0,5,2.5,14.71,3.69,2424,Off
16,31.89,875.28,1217.77,21,142,0.14,19.06,-17.35,11.77,-42,28.33,353,28.96,23.25,5415,4517,1116,56,0,0,5,2.5,14.71,3.69,2429,Off
15.75,31.88,872.17,1246.97,22,151,0.15,20.87,17.1,16.87,39,31.83,638,25.42,23.95,5413,4541,1083,48,0,0,5,2.5,14.71,3.69,2435,Off
15.5,31.86,869.09,1276.01,20,134,0.13,6.88,-32.6,21.04,-78,39.41,165,23.48,25.73,5394,4540,1063,38,0,0,5,2.5,14.71,3.69,2440,Off
15.13,31.85,865.98,1305.35,23,156,0.16,36.85,4.31,13.81,6,39.59,64,22.29,27.65,5442,4581,1081,38,0,0,5,2.5,14.71,3.69,2446,Off
15,31.84,862.86,1334.91,22,148,0.15,24.54,-1.35,11.85,-3,27.29,183,22.86,28.27,5504,4642,1087,48,0,0,5,2.5,14.71,3.69,2452,Off
14.75,31.83,859.76,1364.34,28,185,0.19,19.25,-13.88,11.63,-35,26.42,97,21.45,28.35,5530,4680,1086,60,0,0,5,2.5,14.71,3.69,2457,Off
14.5,31.82,856.65,1393.96,36,238,0.24,31.87,-5.68,11.5,-10,34.36,50,20.19,29.77,5568,4710,1098,64,0,0,5,2.5,14.71,3.69,2463,Off
14.31,31.81,853.56,1423.44,26,172,0.17,12.08,-33.46,19.93,-70,40.78,0,20.5,30.23,5714,4816,1118,52,0,0,5,2.5,14.71,3.69,2468,Off
14,31.79,850.45,1453.25,18,124,0.12,30.29,-30.58,16.68,-45,46.17,675,19.67,30.65,5601,4695,1096,50,0,0,5,2.5,14.71,3.69,2474,Off
13.88,31.78,847.34,1483.17,19,128,0.13,14.54,-16.46,12.48,-48,25.26,181,20.57,30.62,5487,4590,1091,62,0,0,5,2.5,14.71,3.69,2479,Off
13.75,31.76,844.27,1512.69,23,154,0.15,13.04,11.89,16.43,42,24.12,209,22.18,29.51,5533,4635,1108,70,0,0,5,2.5,14.71,3.69,2485,Off
13.63,31.74,841.23,1542.05,27,183,0.18,43.89,-8.39,14.96,-10,47.12,389,22.83,28.2,5502,4604,1114,76,0,0,5,2.5,14.71,3.69,2491,Off
13.38,31.72,838.17,1571.7,29,195,0.2,27.43,-19.39,12.25,-35,35.76,497,23.15,26.79,5482,4601,1139,82,0,0,5,2.5,14.71,3.69,2496,Off
13.25,31.71,835.11,1601.49,27,181,0.18,11.1,-9.18,13.31,-39,19.61,510,23.85,25.92,5436,4588,1151,86,0,0,5,2.5,14.71,3.69,2502,Off
13,31.69,832.04,1631.39,25,170,0.17,29.85,24.08,20.52,38,43.5,543,24.25,25.42,5319,4492,1119,74,0,0,5,2.5,14.71,3.69,2507,Off
12.81,31.66,828.9,1662.12,27,181,0.18,46.97,13.23,21.1,15,53.17,502,24.49,24.68,5310,4487,1090,56,0,0,5,2.5,14.71,3.69,2513,Off
12.63,31.63,825.77,1692.82,17,112,0.11,3.35,-28.81,20.33,-83,35.42,383,24.87,24.38,5323,4495,1083,47,0,0,5,2.5,14.71,3.69,2518,Off
12.31,31.61,822.68,1723.28,6,39,0.04,6.67,-14.31,13.81,-65,20.97,788,22.43,24.69,5312,4477,1077,41,0,0,5,2.5,14.71,3.69,2524,Off
12.13,31.59,819.6,1753.7,7,46,0.05,10.14,19.47,21,62,30.38,184,22.45,25.24,5330,4490,1070,43,0,0,5,2.5,14.71,3.69,2530,Off
11.94,31.57,816.52,1784.16,5,35,0.04,26.06,22.18,20.21,40,39.74,177,23.35,25.39,5241,4430,1070,54,0,0,5,2.5,14.71,3.69,2535,Off
11.75,31.54,813.47,1814.42,8,56,0.06,40.46,5.48,15.35,7,43.62,338,23.84,24.57,5060,4287,1055,53,0,0,5,2.5,14.71,3.69,2541,Off
11.44,31.52,810.47,1844.36,12,83,0.08,47.6,-10.56,17.31,-12,51.74,311,23.88,24.22,5081,4306,1063,47,0,0,5,2.5,14.71,3.69,2546,Off
11.25,31.49,807.39,1875.06,12,81,0.08,16.83,-11,11.5,-33,23.16,332,23.98,24.04,5231,4414,1093,46,0,0,5,2.5,14.71,3.69,2552,Off
11.13,31.46,804.33,1905.74,13,89,0.09,9.73,9.27,14.79,43,19.98,361,24.32,23.78,5260,4428,1120,44,0,0,5,2.5,14.71,3.69,2558,Off
10.81,31.45,801.31,1936.13,14,94,0.09,8.89,15.29,18.21,59,25.39,389,24.71,23.32,5223,4429,1161,65,0,0,5,2.5,14.71,3.69,2563,Off
10.69,31.43,798.34,1966.12,16,106,0.11,38.83,4.63,14.68,6,41.77,423,24.97,22.49,5218,4440,1177,85,0,0,5,2.5,14.71,3.69,2569,Off
10.5,31.39,795.36,1996.22,18,122,0.12,21.81,-19.29,11.98,-41,31.48,481,25.22,21.83,4841,4109,1080,70,0,0,5,2.5,14.71,3.69,2574,Off
10.38,31.36,792.43,2025.91,24,158,0.16,28.06,6.25,13.81,12,31.89,483,25.59,21.31,4007,3381,861,34,0,0,5,2.5,14.71,3.69,2580,Off
10.06,31.32,789.53,2055.4,31,205,0.21,43.46,-16.58,15.73,-20,49.1,409,23.63,20.72,3499,2942,717,21,0,0,5,2.5,14.71,3.69,2585,Off
9.88,31.29,786.55,2085.88,26,172,0.17,44,-22.47,17.35,-27,52.37,375,21.95,22.54,3045,2557,589,15,0,0,5,2.5,14.71,3.69,2591,On
9.5,31.26,783.56,2116.42,34,231,0.23,34.79,-32.47,17.18,-43,50.6,578,20.97,22.88,2745,2293,494,5,0,0,5,2.5,14.71,3.69,2597,On
9.19,31.22,780.54,2147.47,36,242,0.24,11.14,-30.18,18.79,-69,37.26,0,20.99,23.96,2529,2104,425,0,0,0,5,2.5,14.71,3.69,2602,On
8.88,31.19,777.53,2178.5,32,213,0.21,53.27,0.1,25.58,0,59.09,515,18.87,24.3,2339,1925,401,0,0,0,5,2.5,14.71,3.69,2608,On
8.63,31.16,774.52,2209.57,32,213,0.21,28.75,-9.31,14.56,-17,33.54,630,18.19,24.73,2208,1803,396,0,0,0,5,2.5,14.71,3.69,2613,On
8.44,31.13,771.52,2240.67,33,222,0.22,15.85,11.64,23.93,36,30.98,0,15.97,24.63,1980,1617,361,0,0,0,5,2.5,14.71,3.69,2619,On
8.31,31.1,768.54,2271.64,34,229,0.23,33.92,3.71,18.96,6,39.03,0,18.59,25.69,1846,1514,339,0,0,0,5,2.5,14.71,3.69,2625,On
